token,lemma,upos,fine_tag,sent_id
on,on,ADP,IN,0
smart,smart,ADJ,JJ,0
TV,tv,NOUN,NN,0
Also,also,ADV,RB,0
Where,where,SCONJ,WRB,0
Is,be,AUX,VBZ,0
hip,hip,NOUN,NN,0
hop,hop,NOUN,NN,0
Pretty,pretty,ADJ,JJ,17
rude,rude,ADJ,JJ,17
No,no,DET,DT,17
baby,baby,NOUN,NN,17
Little,little,ADJ,JJ,37
baby,baby,NOUN,NN,37
i,I,PRON,PRP,0
boycot,boycot,VERB,VBP,0
All,all,DET,DT,0
noob,noob,PROPN,NNP,0
apps,app,NOUN,NNS,0
noob,noob,INTJ,UH,0
haram,haram,NOUN,NN,0
No,no,DET,DT,0
More,More,ADJ,JJR,0
room,room,NOUN,NN,0
for,for,ADP,IN,0
free,free,ADJ,JJ,0
users,user,NOUN,NNS,0
After,after,ADP,IN,0
New,New,PROPN,NNP,0
update,update,NOUN,NN,0
🥲,🥲,PROPN,NNP,0
New,new,ADJ,JJ,0
update,update,NOUN,NN,0
ki,ki,PROPN,NNP,0
very,very,ADV,RB,0
And,and,CCONJ,CC,0
Also,also,ADV,RB,0
PREMIUM,PREMIUM,PROPN,NNP,0
thing,thing,NOUN,NN,0
's,'s,PART,POS,0
Now,now,INTJ,UH,0
This,this,PRON,DT,0
Is,be,AUX,VBZ,0
BAD,bad,ADJ,JJ,0
bcz,bcz,NOUN,NNS,0
of,of,ADP,IN,0
PREMIUM,PREMIUM,PROPN,NNP,0
subscription,subscription,NOUN,NN,0
Terrible,terrible,ADJ,JJ,0
horrible,horrible,ADJ,JJ,0
Worst,bad,ADJ,JJS,29
APP,APP,PROPN,NNP,29
ever,ever,ADV,RB,29
Music,Music,PROPN,NNP,0
's,'s,PART,POS,0
best,good,ADJ,JJS,0
streaming,streaming,ADJ,JJ,0
companion,companion,NOUN,NN,0
This,this,DET,DT,0
APP,APP,PROPN,NNP,0
Is,be,AUX,VBZ,0
Now,now,ADV,RB,0
becoming,become,VERB,VBG,0
Worst,bad,ADJ,JJS,0
day,day,NOUN,NN,0
BY,by,ADP,IN,0
day,day,NOUN,NN,0
Not,not,PART,RB,0
everyone,everyone,PRON,NN,0
as,as,ADV,RB,0
rich,rich,ADJ,JJ,0
as,as,ADP,IN,0
's,'s,PART,POS,0
owner,owner,NOUN,NN,0
Excellent,excellent,ADJ,JJ,0
selection,selection,NOUN,NN,0
of,of,ADP,IN,0
And,and,CCONJ,CC,0
books,book,NOUN,NNS,0
Removed,removed,ADJ,JJ,0
basic,basic,ADJ,JJ,0
features,feature,NOUN,NNS,0
What,what,PRON,WP,23
The,the,DET,DT,23
hack,hack,NOUN,NN,23
😂,😂,PROPN,NNP,23
New,new,ADJ,JJ,0
update,update,NOUN,NN,0
Is,be,AUX,VBZ,0
The,the,DET,DT,0
Worst,bad,ADJ,JJS,0
thing,thing,NOUN,NN,0
ever,ever,ADV,RB,0
💀,💀,ADV,RB,0
Director,Director,PROPN,NNP,0
You,you,PRON,PRP,0
Just,just,ADV,RB,0
make,make,VERB,VB,0
Everything,everything,PRON,NN,0
paid,pay,VERB,VBN,0
trash,trash,NOUN,NN,0
APP,APP,PROPN,NNP,0
Recent,recent,ADJ,JJ,0
update,update,NOUN,NN,0
blocked,block,VERB,VBD,0
Everything,Everything,PROPN,NNP,0
Just,just,ADV,RB,0
Because,because,SCONJ,IN,0
They,they,PRON,PRP,0
are,be,AUX,VBP,0
money,money,NOUN,NN,0
wh0res,wh0re,NOUN,NNS,0
After,after,ADP,IN,0
update,update,NOUN,NN,0
The,the,DET,DT,0
APP,APP,PROPN,NNP,0
Is,be,AUX,VBZ,0
of,of,ADP,IN,0
No,no,DET,DT,0
use,use,NOUN,NN,0
Unlimited,unlimited,ADJ,JJ,0
ads,ad,NOUN,NNS,0
Worst,bad,ADJ,JJS,0
APP,APP,PROPN,NNP,0
👎,👎,PROPN,NNP,0
👎,👎,PROPN,NNP,0
👎,👎,NOUN,NN,0
The,the,DET,DT,0
New,New,PROPN,NNP,0
update,update,NOUN,NN,0
ruined,ruin,VERB,VBD,0
Everything,everything,PRON,NN,0
Worst,bad,ADJ,JJS,0
APP,APP,PROPN,NNP,0
ever,ever,ADV,RB,0
After,after,ADP,IN,0
The,the,DET,DT,0
update,update,NOUN,NN,0
Used,use,VERB,VBN,0
To,to,PART,TO,0
be,be,AUX,VB,0
nice,nice,ADJ,JJ,0
Not,not,PART,RB,17
anymore,anymore,ADV,RB,17
aap,aap,PROPN,NNP,0
do,do,AUX,VBP,0
Not,not,PART,RB,0
download,download,VERB,VB,0
Everything,everything,PRON,NN,0
thing,thing,NOUN,NN,0
need,need,VERB,VBP,0
PREMIUM,PREMIUM,PROPN,NNP,0
You,you,PRON,PRP,0
are,be,AUX,VBP,0
taking,take,VERB,VBG,0
decisions,decision,NOUN,NNS,0
The,the,DET,DT,0
New,New,PROPN,NNP,0
update,update,NOUN,NN,0
Is,be,AUX,VBZ,0
very,very,ADV,RB,0
Enjoyable,enjoyable,ADJ,JJ,0
with,with,ADP,IN,0
Less,less,ADV,RBR,0
hustle,hustle,ADJ,JJ,0
Forcing,force,VERB,VBG,0
us,we,PRON,PRP,0
To,to,PART,TO,0
take,take,VERB,VB,0
PREMIUM,PREMIUM,PROPN,NNP,0
Latest,late,ADJ,JJS,0
update,update,NOUN,NN,0
Is,be,AUX,VBZ,0
very,very,ADV,RB,0
Nothing,nothing,PRON,NN,0
Just,just,ADV,RB,12
Nothing,nothing,PRON,NN,12
was,be,AUX,VBD,0
The,the,DET,DT,0
best,good,ADJ,JJS,0
Music,Music,PROPN,NNP,0
APP,APP,PROPN,NNP,0
